source_store,destination_store,city_zone,sku_id,recommended_quantity,destination_risk_level,source_excess_stock,destination_stock,destination_daily_demand,estimated_days_before_stockout,projected_days_after_transfer,recommendation,reason
STORE_05,STORE_07,East Zone,SKU_105,20,High,22.929246283782263,13,4.190780789927911,3.102047244094489,7.874427619624472,Move 20 units of SKU_105 from STORE_05 to STORE_07,Destination is High risk and source has 22 excess units
STORE_06,STORE_03,Central Zone,SKU_242,22,High,22.826576370458497,8,4.430603597371152,1.8056230543275658,6.771086453728372,Move 22 units of SKU_242 from STORE_06 to STORE_03,Destination is High risk and source has 22 excess units
STORE_06,STORE_14,Central Zone,SKU_129,12,High,22.76854369356089,12,4.01751848113034,2.986918431455172,5.973836862910344,Move 12 units of SKU_129 from STORE_06 to STORE_14,Destination is High risk and source has 22 excess units
STORE_16,STORE_07,East Zone,SKU_047,11,High,22.517169069462646,8,2.775208936398037,2.8826658400658136,6.846331370156307,Move 11 units of SKU_047 from STORE_16 to STORE_07,Destination is High risk and source has 22 excess units
STORE_05,STORE_07,East Zone,SKU_142,14,High,22.351127810312363,14,3.623143498236991,3.8640478928897934,7.728095785779587,Move 14 units of SKU_142 from STORE_05 to STORE_07,Destination is High risk and source has 22 excess units
STORE_05,STORE_07,East Zone,SKU_019,22,High,22.283627892844482,15,4.615543677788575,3.249887997417215,8.01639039362913,Move 22 units of SKU_019 from STORE_05 to STORE_07,Destination is High risk and source has 22 excess units
STORE_16,STORE_07,East Zone,SKU_075,17,High,22.283089481946625,12,3.400760920486648,3.5286220585841135,8.527503308244942,Move 17 units of SKU_075 from STORE_16 to STORE_07,Destination is High risk and source has 22 excess units
STORE_16,STORE_07,East Zone,SKU_132,19,High,22.25697503671072,17,3.9487254862882657,4.305186587173906,9.11686571401533,Move 19 units of SKU_132 from STORE_16 to STORE_07,Destination is High risk and source has 22 excess units
STORE_05,STORE_02,East Zone,SKU_245,4,High,22.206154256574425,0,2.346155051882504,0.0,1.7049171566007484,Move 4 units of SKU_245 from STORE_05 to STORE_02,Destination is High risk and source has 22 excess units
STORE_05,STORE_02,East Zone,SKU_232,6,High,22.078768638970693,6,2.212793337869978,2.7115049097967576,5.423009819593515,Move 6 units of SKU_232 from STORE_05 to STORE_02,Destination is High risk and source has 22 excess units
STORE_16,STORE_07,East Zone,SKU_105,20,High,22.028908753584076,13,4.190780789927911,3.102047244094489,7.874427619624472,Move 20 units of SKU_105 from STORE_16 to STORE_07,Destination is High risk and source has 22 excess units
STORE_05,STORE_07,East Zone,SKU_100,14,High,22.001921242493047,7,2.438249978102829,2.8709115401885947,8.612734620565785,Move 14 units of SKU_100 from STORE_05 to STORE_07,Destination is High risk and source has 22 excess units
STORE_08,STORE_03,Central Zone,SKU_019,10,High,21.874090380382018,7,3.4375083366680004,2.0363586977610493,4.945442551705406,Move 10 units of SKU_019 from STORE_08 to STORE_03,Destination is High risk and source has 21 excess units
STORE_08,STORE_06,Central Zone,SKU_019,8,High,21.874090380382018,8,2.82053530327276,2.8363410274345218,5.6726820548690435,Move 8 units of SKU_019 from STORE_08 to STORE_06,Destination is High risk and source has 21 excess units
STORE_13,STORE_10,South Zone,SKU_113,8,High,21.80563654033042,8,2.710578736989302,2.951399231031293,5.902798462062586,Move 8 units of SKU_113 from STORE_13 to STORE_10,Destination is High risk and source has 21 excess units
STORE_08,STORE_14,Central Zone,SKU_129,12,High,21.7219491878384,12,4.01751848113034,2.986918431455172,5.973836862910344,Move 12 units of SKU_129 from STORE_08 to STORE_14,Destination is High risk and source has 21 excess units
STORE_05,STORE_02,East Zone,SKU_247,5,High,21.712850228262496,5,1.9859613948672248,2.5176723036624207,5.035344607324841,Move 5 units of SKU_247 from STORE_05 to STORE_02,Destination is High risk and source has 21 excess units
STORE_16,STORE_07,East Zone,SKU_145,21,High,21.69097652556299,13,4.326275818422415,3.004893942416384,7.858953387858236,Move 21 units of SKU_145 from STORE_16 to STORE_07,Destination is High risk and source has 21 excess units
STORE_04,STORE_17,South Zone,SKU_069,8,High,21.489952131754833,5,2.112044817927171,2.36737400530504,6.155172413793103,Move 8 units of SKU_069 from STORE_04 to STORE_17,Destination is High risk and source has 21 excess units
STORE_16,STORE_07,East Zone,SKU_067,21,High,21.230650750866385,17,4.490306097921116,3.7859334373374938,8.46267474228381,Move 21 units of SKU_067 from STORE_16 to STORE_07,Destination is High risk and source has 21 excess units
STORE_16,STORE_07,East Zone,SKU_212,11,High,21.20857182523155,8,2.2670833209916768,3.528763114229347,8.380812396294699,Move 11 units of SKU_212 from STORE_16 to STORE_07,Destination is High risk and source has 21 excess units
STORE_01,STORE_11,West Zone,SKU_116,13,High,21.197227252801753,11,2.6796890184645283,4.104953942119388,8.956263146442302,Move 13 units of SKU_116 from STORE_01 to STORE_11,Destination is High risk and source has 21 excess units
STORE_06,STORE_03,Central Zone,SKU_014,17,High,21.160997062853962,7,2.945229638918861,2.37672468981725,8.148770365087714,Move 17 units of SKU_014 from STORE_06 to STORE_03,Destination is High risk and source has 21 excess units
STORE_09,STORE_01,West Zone,SKU_048,12,High,21.11303840302188,7,4.161851753688488,1.6819436189182306,4.565275537063768,Move 12 units of SKU_048 from STORE_09 to STORE_01,Destination is High risk and source has 21 excess units
STORE_09,STORE_11,West Zone,SKU_048,13,High,21.11303840302188,5,2.6979450969343737,1.8532623238632282,6.671744365907622,Move 13 units of SKU_048 from STORE_09 to STORE_11,Destination is High risk and source has 21 excess units
STORE_05,STORE_07,East Zone,SKU_145,21,High,21.107097192351883,13,4.326275818422415,3.004893942416384,7.858953387858236,Move 21 units of SKU_145 from STORE_05 to STORE_07,Destination is High risk and source has 21 excess units
STORE_16,STORE_02,East Zone,SKU_056,4,High,21.032312925170068,2,1.3488520408163267,1.48274231678487,4.448226950354609,Move 4 units of SKU_056 from STORE_16 to STORE_02,Destination is High risk and source has 21 excess units
STORE_16,STORE_07,East Zone,SKU_029,5,High,20.984169939162108,5,1.8139852626133328,2.75636197440585,5.5127239488117,Move 5 units of SKU_029 from STORE_16 to STORE_07,Destination is High risk and source has 20 excess units
STORE_05,STORE_07,East Zone,SKU_118,12,High,20.963870277872772,10,2.540776159306424,3.9358051921936243,8.658771422825973,Move 12 units of SKU_118 from STORE_05 to STORE_07,Destination is High risk and source has 20 excess units
STORE_16,STORE_02,East Zone,SKU_138,9,High,20.882339479285065,5,2.260521433453764,2.211879049676026,6.193261339092873,Move 9 units of SKU_138 from STORE_16 to STORE_02,Destination is High risk and source has 20 excess units
STORE_05,STORE_07,East Zone,SKU_176,15,High,20.83890971354528,10,3.0975259118417697,3.228383001339951,8.070957503349877,Move 15 units of SKU_176 from STORE_05 to STORE_07,Destination is High risk and source has 20 excess units
STORE_05,STORE_07,East Zone,SKU_192,11,High,20.78261730568238,8,2.224073302790504,3.597003745318352,8.542883895131085,Move 11 units of SKU_192 from STORE_05 to STORE_07,Destination is High risk and source has 20 excess units
STORE_05,STORE_02,East Zone,SKU_192,9,High,20.78261730568238,9,2.2903525046382187,3.929526123936817,7.859052247873634,Move 9 units of SKU_192 from STORE_05 to STORE_02,Destination is High risk and source has 20 excess units
STORE_04,STORE_13,South Zone,SKU_165,4,High,20.76530612244898,4,2.157142857142857,1.8543046357615895,3.708609271523179,Move 4 units of SKU_165 from STORE_04 to STORE_13,Destination is High risk and source has 20 excess units
STORE_12,STORE_15,North Zone,SKU_149,9,High,20.709133583307096,8,2.3093586608197,3.4641652402145384,7.361351135455894,Move 9 units of SKU_149 from STORE_12 to STORE_15,Destination is High risk and source has 20 excess units
STORE_18,STORE_11,West Zone,SKU_078,15,High,20.54667193754015,4,2.511741861495556,1.5925203387016438,7.5644716088328074,Move 15 units of SKU_078 from STORE_18 to STORE_11,Destination is High risk and source has 20 excess units
STORE_09,STORE_11,West Zone,SKU_069,12,High,20.518226065344585,10,2.111124283738392,4.736812549137059,10.420987608101528,Move 12 units of SKU_069 from STORE_09 to STORE_11,Destination is High risk and source has 20 excess units
STORE_16,STORE_07,East Zone,SKU_040,20,High,20.474548440065682,10,3.336448214552493,2.997199224128005,8.991597672384016,Move 20 units of SKU_040 from STORE_16 to STORE_07,Destination is High risk and source has 20 excess units
STORE_12,STORE_15,North Zone,SKU_060,5,High,20.467401119739932,3,1.6984081468797874,1.7663598738097308,4.710292996825949,Move 5 units of SKU_060 from STORE_12 to STORE_15,Destination is High risk and source has 20 excess units
STORE_06,STORE_03,Central Zone,SKU_216,15,High,20.419720117797347,5,3.138177923102943,1.5932812359651485,6.373124943860594,Move 15 units of SKU_216 from STORE_06 to STORE_03,Destination is High risk and source has 20 excess units
STORE_05,STORE_02,East Zone,SKU_144,6,High,20.36470143613001,6,1.6276367908345202,3.686326110215097,7.372652220430194,Move 6 units of SKU_144 from STORE_05 to STORE_02,Destination is High risk and source has 20 excess units
STORE_04,STORE_13,South Zone,SKU_130,7,High,20.329324736543228,7,2.5329884752826337,2.763534089597045,5.52706817919409,Move 7 units of SKU_130 from STORE_04 to STORE_13,Destination is High risk and source has 20 excess units
STORE_05,STORE_07,East Zone,SKU_040,20,High,20.17888636936256,10,3.336448214552493,2.997199224128005,8.991597672384016,Move 20 units of SKU_040 from STORE_05 to STORE_07,Destination is High risk and source has 20 excess units
STORE_08,STORE_03,Central Zone,SKU_155,20,High,20.174401032879004,16,4.5776394967978575,3.495251212156897,7.864315227353019,Move 20 units of SKU_155 from STORE_08 to STORE_03,Destination is High risk and source has 20 excess units
STORE_16,STORE_07,East Zone,SKU_142,14,High,20.068946833202663,14,3.623143498236991,3.8640478928897934,7.728095785779587,Move 14 units of SKU_142 from STORE_16 to STORE_07,Destination is High risk and source has 20 excess units
STORE_05,STORE_07,East Zone,SKU_218,15,High,20.052692929308805,10,3.7796390232393535,2.6457553058676653,6.614388264669164,Move 15 units of SKU_218 from STORE_05 to STORE_07,Destination is High risk and source has 20 excess units
STORE_16,STORE_07,East Zone,SKU_131,5,High,19.99915938915612,2,1.8034496937693425,1.1089857437719002,3.881450103201651,Move 5 units of SKU_131 from STORE_16 to STORE_07,Destination is High risk and source has 19 excess units
STORE_14,STORE_03,Central Zone,SKU_062,12,High,19.99312413137298,11,2.129380053908356,5.165822784810127,10.80126582278481,Move 12 units of SKU_062 from STORE_14 to STORE_03,Destination is High risk and source has 19 excess units
STORE_18,STORE_11,West Zone,SKU_017,19,High,19.83542480621034,12,4.197813604839366,2.85863097545971,7.384796686604251,Move 19 units of SKU_017 from STORE_18 to STORE_11,Destination is High risk and source has 19 excess units
STORE_06,STORE_03,Central Zone,SKU_155,19,High,19.70866568259686,16,4.5776394967978575,3.495251212156897,7.645862026593212,Move 19 units of SKU_155 from STORE_06 to STORE_03,Destination is High risk and source has 19 excess units
STORE_16,STORE_07,East Zone,SKU_062,15,High,19.666132701118123,12,2.550561453966893,4.704846449136278,10.585904510556626,Move 15 units of SKU_062 from STORE_16 to STORE_07,Destination is High risk and source has 19 excess units
STORE_10,STORE_04,South Zone,SKU_194,11,High,19.60401398128312,10,3.8111521204226375,2.6238784713980534,5.510144789935912,Move 11 units of SKU_194 from STORE_10 to STORE_04,Destination is High risk and source has 19 excess units
STORE_01,STORE_11,West Zone,SKU_160,11,High,19.418987739204738,8,2.223850041584032,3.5973648629210895,8.543741549437588,Move 11 units of SKU_160 from STORE_01 to STORE_11,Destination is High risk and source has 19 excess units
STORE_18,STORE_11,West Zone,SKU_224,15,High,19.35210482042279,7,3.195918367346939,2.19029374201788,6.883780332056194,Move 15 units of SKU_224 from STORE_18 to STORE_11,Destination is High risk and source has 19 excess units
STORE_16,STORE_07,East Zone,SKU_068,9,High,19.239265875841863,6,1.800515574650913,3.33237883885747,8.330947097143676,Move 9 units of SKU_068 from STORE_16 to STORE_07,Destination is High risk and source has 19 excess units
STORE_06,STORE_08,Central Zone,SKU_024,12,High,19.20714952647726,10,4.225234463015975,2.366732565383364,5.206811643843401,Move 12 units of SKU_024 from STORE_06 to STORE_08,Destination is High risk and source has 19 excess units
STORE_06,STORE_14,Central Zone,SKU_024,7,High,19.20714952647726,7,2.4305085295883697,2.8800557228184336,5.760111445636867,Move 7 units of SKU_024 from STORE_06 to STORE_14,Destination is High risk and source has 19 excess units
STORE_06,STORE_03,Central Zone,SKU_024,19,High,19.20714952647726,21,5.30406581237146,3.9592268917588807,7.541384555731201,Move 19 units of SKU_024 from STORE_06 to STORE_03,Destination is High risk and source has 19 excess units
STORE_08,STORE_03,Central Zone,SKU_115,13,High,19.118434258949478,12,3.469444092336728,3.4587673646350074,7.205765342989599,Move 13 units of SKU_115 from STORE_08 to STORE_03,Destination is High risk and source has 19 excess units
STORE_09,STORE_11,West Zone,SKU_216,11,High,19.111167448345796,7,2.2538354681211823,3.1058167727901025,7.986385987174549,Move 11 units of SKU_216 from STORE_09 to STORE_11,Destination is High risk and source has 19 excess units
STORE_18,STORE_09,West Zone,SKU_110,5,High,19.10686473398338,4,1.8842701098430372,2.122837898401523,4.776385271403426,Move 5 units of SKU_110 from STORE_18 to STORE_09,Destination is High risk and source has 19 excess units
STORE_05,STORE_07,East Zone,SKU_051,19,High,19.081547685428582,19,4.768519859119415,3.9844648992420595,7.968929798484119,Move 19 units of SKU_051 from STORE_05 to STORE_07,Destination is High risk and source has 19 excess units
STORE_12,STORE_15,North Zone,SKU_103,9,High,19.06932257793227,8,3.117387868994825,2.5662510846234645,5.453283554824862,Move 9 units of SKU_103 from STORE_12 to STORE_15,Destination is High risk and source has 19 excess units
STORE_16,STORE_02,East Zone,SKU_026,17,High,19.014493299092937,13,4.27555505718771,3.0405408949524513,7.016632834505657,Move 17 units of SKU_026 from STORE_16 to STORE_02,Destination is High risk and source has 19 excess units
STORE_16,STORE_07,East Zone,SKU_026,14,High,19.014493299092937,12,2.8507851738826377,4.2093666369313105,9.120294380017839,Move 14 units of SKU_026 from STORE_16 to STORE_07,Destination is High risk and source has 19 excess units
STORE_05,STORE_07,East Zone,SKU_028,10,High,19.011804882854186,6,2.1543795896737072,2.7850245280631967,7.426732074835192,Move 10 units of SKU_028 from STORE_05 to STORE_07,Destination is High risk and source has 19 excess units
STORE_16,STORE_07,East Zone,SKU_111,13,High,18.96669033358214,8,3.466160169385976,2.308029522310617,6.058577496065369,Move 13 units of SKU_111 from STORE_16 to STORE_07,Destination is High risk and source has 18 excess units
STORE_16,STORE_07,East Zone,SKU_080,12,High,18.95776397515528,5,2.498652926517141,2.00107823977357,6.803666015230138,Move 12 units of SKU_080 from STORE_16 to STORE_07,Destination is High risk and source has 18 excess units
STORE_08,STORE_03,Central Zone,SKU_116,18,High,18.73618598382749,12,3.619600950428018,3.3152825862146487,8.288206465536621,Move 18 units of SKU_116 from STORE_08 to STORE_03,Destination is High risk and source has 18 excess units
STORE_01,STORE_11,West Zone,SKU_120,12,High,18.704535585994552,11,3.2372334122284223,3.397963198590584,7.104832142507584,Move 12 units of SKU_120 from STORE_01 to STORE_11,Destination is High risk and source has 18 excess units
STORE_16,STORE_07,East Zone,SKU_072,12,High,18.66645496764974,5,2.420436706150992,2.0657429245283017,7.023525943396226,Move 12 units of SKU_072 from STORE_16 to STORE_07,Destination is High risk and source has 18 excess units
STORE_05,STORE_07,East Zone,SKU_106,9,High,18.638230447458486,7,1.9575617554054208,3.5758769707626747,8.17343307602897,Move 9 units of SKU_106 from STORE_05 to STORE_07,Destination is High risk and source has 18 excess units
STORE_14,STORE_06,Central Zone,SKU_224,13,High,18.59117867899537,9,4.366565034537959,2.0611166738187197,5.038285202667981,Move 13 units of SKU_224 from STORE_14 to STORE_06,Destination is High risk and source has 18 excess units
STORE_14,STORE_03,Central Zone,SKU_224,18,High,18.59117867899537,15,3.6290876194023887,4.133270279781806,9.093194615519973,Move 18 units of SKU_224 from STORE_14 to STORE_03,Destination is High risk and source has 18 excess units
STORE_05,STORE_07,East Zone,SKU_182,8,High,18.589066963190806,5,2.0994781474233526,2.3815441976075817,6.192014913779712,Move 8 units of SKU_182 from STORE_05 to STORE_07,Destination is High risk and source has 18 excess units
STORE_08,STORE_03,Central Zone,SKU_077,14,High,18.56490716587387,9,2.470090589620673,3.643591064156927,9.311399386178813,Move 14 units of SKU_077 from STORE_08 to STORE_03,Destination is High risk and source has 18 excess units
STORE_17,STORE_04,South Zone,SKU_002,7,High,18.41586620623004,6,1.9003368011124688,3.1573350558109294,6.840892620923681,Move 7 units of SKU_002 from STORE_17 to STORE_04,Destination is High risk and source has 18 excess units
STORE_05,STORE_07,East Zone,SKU_200,9,High,18.393170257179335,4,1.8942923208934943,2.111606511772846,6.8627211632617495,Move 9 units of SKU_200 from STORE_05 to STORE_07,Destination is High risk and source has 18 excess units
STORE_16,STORE_07,East Zone,SKU_176,15,High,18.35773052676568,10,3.0975259118417697,3.228383001339951,8.070957503349877,Move 15 units of SKU_176 from STORE_16 to STORE_07,Destination is High risk and source has 18 excess units
STORE_06,STORE_08,Central Zone,SKU_042,10,High,18.311447823106167,6,3.578594359091952,1.6766359631557866,4.4710292350820975,Move 10 units of SKU_042 from STORE_06 to STORE_08,Destination is High risk and source has 18 excess units
STORE_16,STORE_07,East Zone,SKU_137,11,High,18.23489343586196,10,2.365680966264056,4.227112676056339,8.876936619718311,Move 11 units of SKU_137 from STORE_16 to STORE_07,Destination is High risk and source has 18 excess units
