store_id,sku_id,date,actual_demand,predicted_demand,absolute_error,absolute_percentage_error
STORE_01,SKU_003,2026-05-18,1,2.2857142857142856,1.2857142857142856,128.57142857142856
STORE_01,SKU_003,2026-05-19,1,2.2857142857142856,1.2857142857142856,128.57142857142856
STORE_01,SKU_003,2026-05-20,1,2.2857142857142856,1.2857142857142856,128.57142857142856
STORE_01,SKU_003,2026-05-21,1,2.2857142857142856,1.2857142857142856,128.57142857142856
STORE_01,SKU_003,2026-05-22,3,2.2857142857142856,0.7142857142857144,23.809523809523814
STORE_01,SKU_003,2026-05-23,4,2.926145552560647,1.073854447439353,26.846361185983824
STORE_01,SKU_003,2026-05-24,5,2.926145552560647,2.073854447439353,41.47708894878706
STORE_01,SKU_003,2026-05-25,2,2.2857142857142856,0.2857142857142856,14.28571428571428
STORE_01,SKU_003,2026-05-26,3,2.2857142857142856,0.7142857142857144,23.809523809523814
STORE_01,SKU_003,2026-05-27,2,2.2857142857142856,0.2857142857142856,14.28571428571428
STORE_01,SKU_003,2026-05-28,1,2.2857142857142856,1.2857142857142856,128.57142857142856
STORE_01,SKU_003,2026-05-29,3,2.2857142857142856,0.7142857142857144,23.809523809523814
STORE_01,SKU_003,2026-05-30,2,2.926145552560647,0.926145552560647,46.30727762803235
STORE_01,SKU_003,2026-05-31,1,2.926145552560647,1.926145552560647,192.6145552560647
STORE_01,SKU_004,2026-05-17,8,4.416074002502653,3.5839259974973467,44.79907496871684
STORE_01,SKU_004,2026-05-18,2,3.5714285714285716,1.5714285714285716,78.57142857142858
STORE_01,SKU_004,2026-05-19,2,3.5714285714285716,1.5714285714285716,78.57142857142858
STORE_01,SKU_004,2026-05-20,2,3.5714285714285716,1.5714285714285716,78.57142857142858
STORE_01,SKU_004,2026-05-21,3,3.5714285714285716,0.5714285714285716,19.047619047619055
STORE_01,SKU_004,2026-05-22,1,3.5714285714285716,2.5714285714285716,257.14285714285717
STORE_01,SKU_004,2026-05-23,6,4.416074002502653,1.5839259974973467,26.398766624955776
STORE_01,SKU_004,2026-05-24,4,4.416074002502653,0.41607400250265325,10.401850062566332
STORE_01,SKU_004,2026-05-25,1,3.5714285714285716,2.5714285714285716,257.14285714285717
STORE_01,SKU_004,2026-05-26,1,3.5714285714285716,2.5714285714285716,257.14285714285717
STORE_01,SKU_004,2026-05-27,2,3.5714285714285716,1.5714285714285716,78.57142857142858
STORE_01,SKU_004,2026-05-28,2,3.5714285714285716,1.5714285714285716,78.57142857142858
STORE_01,SKU_004,2026-05-30,5,4.416074002502653,0.5839259974973467,11.678519949946935
STORE_01,SKU_004,2026-05-31,1,4.416074002502653,3.4160740025026533,341.6074002502653
STORE_01,SKU_005,2026-05-15,2,1.2857142857142858,0.7142857142857142,35.71428571428571
STORE_01,SKU_005,2026-05-16,3,1.3883824161137894,1.6116175838862106,53.72058612954035
STORE_01,SKU_005,2026-05-17,1,1.3883824161137894,0.38838241611378943,38.83824161137894
STORE_01,SKU_005,2026-05-18,3,1.2857142857142858,1.7142857142857142,57.14285714285714
STORE_01,SKU_005,2026-05-19,1,1.2857142857142858,0.2857142857142858,28.57142857142858
STORE_01,SKU_005,2026-05-20,2,1.2857142857142858,0.7142857142857142,35.71428571428571
STORE_01,SKU_005,2026-05-23,2,1.3883824161137894,0.6116175838862106,30.58087919431053
STORE_01,SKU_005,2026-05-24,1,1.3883824161137894,0.38838241611378943,38.83824161137894
STORE_01,SKU_005,2026-05-25,1,1.2857142857142858,0.2857142857142858,28.57142857142858
STORE_01,SKU_005,2026-05-27,3,1.2857142857142858,1.7142857142857142,57.14285714285714
STORE_01,SKU_005,2026-05-28,1,1.2857142857142858,0.2857142857142858,28.57142857142858
STORE_01,SKU_005,2026-05-29,2,1.2857142857142858,0.7142857142857142,35.71428571428571
STORE_01,SKU_005,2026-05-30,3,1.3883824161137894,1.6116175838862106,53.72058612954035
STORE_01,SKU_005,2026-05-31,3,1.3883824161137894,1.6116175838862106,53.72058612954035
STORE_01,SKU_006,2026-05-11,1,1.7142857142857142,0.7142857142857142,71.42857142857142
STORE_01,SKU_006,2026-05-14,2,1.7142857142857142,0.2857142857142858,14.28571428571429
STORE_01,SKU_006,2026-05-15,1,1.7142857142857142,0.7142857142857142,71.42857142857142
STORE_01,SKU_006,2026-05-17,1,2.3538232865400492,1.3538232865400492,135.38232865400494
STORE_01,SKU_006,2026-05-18,1,1.7142857142857142,0.7142857142857142,71.42857142857142
STORE_01,SKU_006,2026-05-19,2,1.7142857142857142,0.2857142857142858,14.28571428571429
STORE_01,SKU_006,2026-05-20,2,1.7142857142857142,0.2857142857142858,14.28571428571429
STORE_01,SKU_006,2026-05-21,3,1.7142857142857142,1.2857142857142858,42.85714285714286
STORE_01,SKU_006,2026-05-23,3,2.3538232865400492,0.6461767134599508,21.53922378199836
STORE_01,SKU_006,2026-05-24,1,2.3538232865400492,1.3538232865400492,135.38232865400494
STORE_01,SKU_006,2026-05-27,2,1.7142857142857142,0.2857142857142858,14.28571428571429
STORE_01,SKU_006,2026-05-29,1,1.7142857142857142,0.7142857142857142,71.42857142857142
STORE_01,SKU_006,2026-05-30,2,2.3538232865400492,0.35382328654004924,17.69116432700246
STORE_01,SKU_006,2026-05-31,2,2.3538232865400492,0.35382328654004924,17.69116432700246
STORE_01,SKU_007,2026-05-08,1,1.7142857142857142,0.7142857142857142,71.42857142857142
STORE_01,SKU_007,2026-05-09,2,1.6598400721931166,0.3401599278068834,17.00799639034417
STORE_01,SKU_007,2026-05-10,1,1.6598400721931166,0.6598400721931166,65.98400721931166
STORE_01,SKU_007,2026-05-15,1,1.7142857142857142,0.7142857142857142,71.42857142857142
STORE_01,SKU_007,2026-05-17,1,1.6598400721931166,0.6598400721931166,65.98400721931166
STORE_01,SKU_007,2026-05-18,1,1.7142857142857142,0.7142857142857142,71.42857142857142
STORE_01,SKU_007,2026-05-22,1,1.7142857142857142,0.7142857142857142,71.42857142857142
STORE_01,SKU_007,2026-05-23,1,1.6598400721931166,0.6598400721931166,65.98400721931166
STORE_01,SKU_007,2026-05-24,2,1.6598400721931166,0.3401599278068834,17.00799639034417
STORE_01,SKU_007,2026-05-27,1,1.7142857142857142,0.7142857142857142,71.42857142857142
STORE_01,SKU_007,2026-05-28,3,1.7142857142857142,1.2857142857142858,42.85714285714286
STORE_01,SKU_007,2026-05-29,3,1.7142857142857142,1.2857142857142858,42.85714285714286
STORE_01,SKU_007,2026-05-30,1,1.6598400721931166,0.6598400721931166,65.98400721931166
STORE_01,SKU_007,2026-05-31,2,1.6598400721931166,0.3401599278068834,17.00799639034417
STORE_01,SKU_008,2026-05-18,5,2.4285714285714284,2.5714285714285716,51.42857142857144
STORE_01,SKU_008,2026-05-19,1,2.4285714285714284,1.4285714285714284,142.85714285714283
STORE_01,SKU_008,2026-05-20,5,2.4285714285714284,2.5714285714285716,51.42857142857144
STORE_01,SKU_008,2026-05-21,4,2.4285714285714284,1.5714285714285716,39.28571428571429
STORE_01,SKU_008,2026-05-22,3,2.4285714285714284,0.5714285714285716,19.047619047619055
STORE_01,SKU_008,2026-05-23,3,3.522946428571428,0.5229464285714278,17.431547619047592
STORE_01,SKU_008,2026-05-24,1,3.522946428571428,2.522946428571428,252.29464285714278
STORE_01,SKU_008,2026-05-25,2,2.4285714285714284,0.4285714285714284,21.42857142857142
STORE_01,SKU_008,2026-05-26,1,2.4285714285714284,1.4285714285714284,142.85714285714283
STORE_01,SKU_008,2026-05-27,3,2.4285714285714284,0.5714285714285716,19.047619047619055
STORE_01,SKU_008,2026-05-28,4,2.4285714285714284,1.5714285714285716,39.28571428571429
STORE_01,SKU_008,2026-05-29,4,2.4285714285714284,1.5714285714285716,39.28571428571429
STORE_01,SKU_008,2026-05-30,3,3.522946428571428,0.5229464285714278,17.431547619047592
STORE_01,SKU_008,2026-05-31,5,3.522946428571428,1.4770535714285722,29.541071428571442
STORE_01,SKU_009,2026-05-06,2,2.142857142857143,0.1428571428571428,7.14285714285714
STORE_01,SKU_009,2026-05-09,2,2.5948616600790513,0.5948616600790513,29.743083003952563
STORE_01,SKU_009,2026-05-10,3,2.5948616600790513,0.4051383399209487,13.50461133069829
STORE_01,SKU_009,2026-05-14,1,2.142857142857143,1.1428571428571428,114.28571428571428
STORE_01,SKU_009,2026-05-15,1,2.142857142857143,1.1428571428571428,114.28571428571428
STORE_01,SKU_009,2026-05-17,1,2.5948616600790513,1.5948616600790513,159.48616600790513
STORE_01,SKU_009,2026-05-19,1,2.142857142857143,1.1428571428571428,114.28571428571428
STORE_01,SKU_009,2026-05-20,6,2.142857142857143,3.857142857142857,64.28571428571429
STORE_01,SKU_009,2026-05-21,4,2.142857142857143,1.8571428571428572,46.42857142857143
STORE_01,SKU_009,2026-05-22,2,2.142857142857143,0.1428571428571428,7.14285714285714
STORE_01,SKU_009,2026-05-23,2,2.5948616600790513,0.5948616600790513,29.743083003952563
STORE_01,SKU_009,2026-05-24,3,2.5948616600790513,0.4051383399209487,13.50461133069829
STORE_01,SKU_009,2026-05-26,2,2.142857142857143,0.1428571428571428,7.14285714285714
STORE_01,SKU_009,2026-05-28,2,2.142857142857143,0.1428571428571428,7.14285714285714
STORE_01,SKU_010,2026-05-17,6,2.480053883798417,3.519946116201583,58.665768603359716
STORE_01,SKU_010,2026-05-18,2,1.8571428571428572,0.1428571428571428,7.14285714285714
STORE_01,SKU_010,2026-05-19,2,1.8571428571428572,0.1428571428571428,7.14285714285714
STORE_01,SKU_010,2026-05-20,3,1.8571428571428572,1.1428571428571428,38.095238095238095
STORE_01,SKU_010,2026-05-21,2,1.8571428571428572,0.1428571428571428,7.14285714285714
STORE_01,SKU_010,2026-05-22,4,1.8571428571428572,2.142857142857143,53.57142857142857
STORE_01,SKU_010,2026-05-23,2,2.480053883798417,0.48005388379841696,24.00269418992085
STORE_01,SKU_010,2026-05-24,4,2.480053883798417,1.519946116201583,37.99865290503958
STORE_01,SKU_010,2026-05-25,2,1.8571428571428572,0.1428571428571428,7.14285714285714
STORE_01,SKU_010,2026-05-26,6,1.8571428571428572,4.142857142857142,69.04761904761904
STORE_01,SKU_010,2026-05-27,3,1.8571428571428572,1.1428571428571428,38.095238095238095
STORE_01,SKU_010,2026-05-28,2,1.8571428571428572,0.1428571428571428,7.14285714285714
STORE_01,SKU_010,2026-05-30,2,2.480053883798417,0.48005388379841696,24.00269418992085
STORE_01,SKU_010,2026-05-31,6,2.480053883798417,3.519946116201583,58.665768603359716
STORE_01,SKU_011,2026-05-16,4,2.166243819932345,1.8337561800676552,45.84390450169138
STORE_01,SKU_011,2026-05-17,3,2.166243819932345,0.8337561800676552,27.79187266892184
STORE_01,SKU_011,2026-05-18,1,1.8571428571428572,0.8571428571428572,85.71428571428572
STORE_01,SKU_011,2026-05-19,2,1.8571428571428572,0.1428571428571428,7.14285714285714
STORE_01,SKU_011,2026-05-20,2,1.8571428571428572,0.1428571428571428,7.14285714285714
STORE_01,SKU_011,2026-05-21,3,1.8571428571428572,1.1428571428571428,38.095238095238095
STORE_01,SKU_011,2026-05-22,2,1.8571428571428572,0.1428571428571428,7.14285714285714
STORE_01,SKU_011,2026-05-23,1,2.166243819932345,1.1662438199323448,116.62438199323448
STORE_01,SKU_011,2026-05-25,2,1.8571428571428572,0.1428571428571428,7.14285714285714
STORE_01,SKU_011,2026-05-26,1,1.8571428571428572,0.8571428571428572,85.71428571428572
STORE_01,SKU_011,2026-05-28,2,1.8571428571428572,0.1428571428571428,7.14285714285714
STORE_01,SKU_011,2026-05-29,2,1.8571428571428572,0.1428571428571428,7.14285714285714
STORE_01,SKU_011,2026-05-30,1,2.166243819932345,1.1662438199323448,116.62438199323448
STORE_01,SKU_011,2026-05-31,2,2.166243819932345,0.16624381993234483,8.312190996617241
STORE_01,SKU_012,2026-05-11,1,1.2857142857142858,0.2857142857142858,28.57142857142858
STORE_01,SKU_012,2026-05-12,2,1.2857142857142858,0.7142857142857142,35.71428571428571
STORE_01,SKU_012,2026-05-17,3,1.6252458430180585,1.3747541569819415,45.825138566064716
STORE_01,SKU_012,2026-05-18,2,1.2857142857142858,0.7142857142857142,35.71428571428571
STORE_01,SKU_012,2026-05-19,3,1.2857142857142858,1.7142857142857142,57.14285714285714
STORE_01,SKU_012,2026-05-22,1,1.2857142857142858,0.2857142857142858,28.57142857142858
STORE_01,SKU_012,2026-05-23,1,1.6252458430180585,0.6252458430180585,62.52458430180585
STORE_01,SKU_012,2026-05-24,3,1.6252458430180585,1.3747541569819415,45.825138566064716
STORE_01,SKU_012,2026-05-25,1,1.2857142857142858,0.2857142857142858,28.57142857142858
STORE_01,SKU_012,2026-05-26,1,1.2857142857142858,0.2857142857142858,28.57142857142858
STORE_01,SKU_012,2026-05-27,1,1.2857142857142858,0.2857142857142858,28.57142857142858
STORE_01,SKU_012,2026-05-29,1,1.2857142857142858,0.2857142857142858,28.57142857142858
STORE_01,SKU_012,2026-05-30,1,1.6252458430180585,0.6252458430180585,62.52458430180585
STORE_01,SKU_012,2026-05-31,1,1.6252458430180585,0.6252458430180585,62.52458430180585
STORE_01,SKU_013,2026-05-17,6,5.383864360055901,0.6161356399440994,10.268927332401656
STORE_01,SKU_013,2026-05-18,3,3.5714285714285716,0.5714285714285716,19.047619047619055
STORE_01,SKU_013,2026-05-19,1,3.5714285714285716,2.5714285714285716,257.14285714285717
STORE_01,SKU_013,2026-05-20,2,3.5714285714285716,1.5714285714285716,78.57142857142858
STORE_01,SKU_013,2026-05-21,1,3.5714285714285716,2.5714285714285716,257.14285714285717
STORE_01,SKU_013,2026-05-22,1,3.5714285714285716,2.5714285714285716,257.14285714285717
STORE_01,SKU_013,2026-05-23,1,5.383864360055901,4.383864360055901,438.38643600559004
STORE_01,SKU_013,2026-05-24,2,5.383864360055901,3.3838643600559006,169.19321800279502
STORE_01,SKU_013,2026-05-25,3,3.5714285714285716,0.5714285714285716,19.047619047619055
STORE_01,SKU_013,2026-05-26,4,3.5714285714285716,0.4285714285714284,10.71428571428571
STORE_01,SKU_013,2026-05-27,8,3.5714285714285716,4.428571428571429,55.35714285714286
STORE_01,SKU_013,2026-05-28,2,3.5714285714285716,1.5714285714285716,78.57142857142858
STORE_01,SKU_013,2026-05-29,1,3.5714285714285716,2.5714285714285716,257.14285714285717
STORE_01,SKU_013,2026-05-30,5,5.383864360055901,0.38386436005590063,7.6772872011180135
STORE_01,SKU_014,2026-05-17,2,2.4592356687898085,0.4592356687898085,22.961783439490425
STORE_01,SKU_014,2026-05-18,2,1.7142857142857142,0.2857142857142858,14.28571428571429
STORE_01,SKU_014,2026-05-19,2,1.7142857142857142,0.2857142857142858,14.28571428571429
STORE_01,SKU_014,2026-05-20,1,1.7142857142857142,0.7142857142857142,71.42857142857142
STORE_01,SKU_014,2026-05-21,1,1.7142857142857142,0.7142857142857142,71.42857142857142
STORE_01,SKU_014,2026-05-23,1,2.4592356687898085,1.4592356687898085,145.92356687898084
STORE_01,SKU_014,2026-05-24,3,2.4592356687898085,0.5407643312101915,18.025477707006385
STORE_01,SKU_014,2026-05-25,3,1.7142857142857142,1.2857142857142858,42.85714285714286
STORE_01,SKU_014,2026-05-26,2,1.7142857142857142,0.2857142857142858,14.28571428571429
STORE_01,SKU_014,2026-05-27,6,1.7142857142857142,4.285714285714286,71.42857142857143
STORE_01,SKU_014,2026-05-28,2,1.7142857142857142,0.2857142857142858,14.28571428571429
STORE_01,SKU_014,2026-05-29,2,1.7142857142857142,0.2857142857142858,14.28571428571429
STORE_01,SKU_014,2026-05-30,4,2.4592356687898085,1.5407643312101915,38.51910828025479
STORE_01,SKU_014,2026-05-31,2,2.4592356687898085,0.4592356687898085,22.961783439490425
STORE_01,SKU_015,2026-05-17,5,2.409017111823106,2.590982888176894,51.81965776353788
STORE_01,SKU_015,2026-05-18,2,2.142857142857143,0.1428571428571428,7.14285714285714
STORE_01,SKU_015,2026-05-19,4,2.142857142857143,1.8571428571428572,46.42857142857143
STORE_01,SKU_015,2026-05-20,1,2.142857142857143,1.1428571428571428,114.28571428571428
STORE_01,SKU_015,2026-05-21,2,2.142857142857143,0.1428571428571428,7.14285714285714
STORE_01,SKU_015,2026-05-23,6,2.409017111823106,3.590982888176894,59.84971480294824
STORE_01,SKU_015,2026-05-24,3,2.409017111823106,0.5909828881768941,19.69942960589647
STORE_01,SKU_015,2026-05-25,2,2.142857142857143,0.1428571428571428,7.14285714285714
STORE_01,SKU_015,2026-05-26,2,2.142857142857143,0.1428571428571428,7.14285714285714
STORE_01,SKU_015,2026-05-27,3,2.142857142857143,0.8571428571428572,28.571428571428577
STORE_01,SKU_015,2026-05-28,2,2.142857142857143,0.1428571428571428,7.14285714285714
STORE_01,SKU_015,2026-05-29,2,2.142857142857143,0.1428571428571428,7.14285714285714
STORE_01,SKU_015,2026-05-30,1,2.409017111823106,1.4090171118231059,140.90171118231058
STORE_01,SKU_015,2026-05-31,2,2.409017111823106,0.40901711182310585,20.450855591155293
STORE_01,SKU_016,2026-05-17,3,4.9844277233439795,1.9844277233439795,66.14759077813265
STORE_01,SKU_016,2026-05-18,2,3.142857142857143,1.1428571428571428,57.14285714285714
STORE_01,SKU_016,2026-05-19,3,3.142857142857143,0.1428571428571428,4.761904761904759
STORE_01,SKU_016,2026-05-20,2,3.142857142857143,1.1428571428571428,57.14285714285714
STORE_01,SKU_016,2026-05-21,4,3.142857142857143,0.8571428571428572,21.42857142857143
STORE_01,SKU_016,2026-05-22,2,3.142857142857143,1.1428571428571428,57.14285714285714
STORE_01,SKU_016,2026-05-23,4,4.9844277233439795,0.9844277233439795,24.61069308359949
STORE_01,SKU_016,2026-05-24,5,4.9844277233439795,0.015572276656020456,0.3114455331204091
STORE_01,SKU_016,2026-05-25,1,3.142857142857143,2.142857142857143,214.28571428571428
STORE_01,SKU_016,2026-05-26,2,3.142857142857143,1.1428571428571428,57.14285714285714
STORE_01,SKU_016,2026-05-27,3,3.142857142857143,0.1428571428571428,4.761904761904759
STORE_01,SKU_016,2026-05-28,6,3.142857142857143,2.857142857142857,47.61904761904762
STORE_01,SKU_016,2026-05-30,4,4.9844277233439795,0.9844277233439795,24.61069308359949
STORE_01,SKU_016,2026-05-31,4,4.9844277233439795,0.9844277233439795,24.61069308359949
STORE_01,SKU_017,2026-05-16,1,2.313372472276582,1.313372472276582,131.3372472276582
STORE_01,SKU_017,2026-05-18,2,1.8571428571428572,0.1428571428571428,7.14285714285714
STORE_01,SKU_017,2026-05-19,1,1.8571428571428572,0.8571428571428572,85.71428571428572
STORE_01,SKU_017,2026-05-20,1,1.8571428571428572,0.8571428571428572,85.71428571428572
STORE_01,SKU_017,2026-05-21,1,1.8571428571428572,0.8571428571428572,85.71428571428572
STORE_01,SKU_017,2026-05-22,1,1.8571428571428572,0.8571428571428572,85.71428571428572
STORE_01,SKU_017,2026-05-23,2,2.313372472276582,0.31337247227658205,15.668623613829102
STORE_01,SKU_017,2026-05-24,2,2.313372472276582,0.31337247227658205,15.668623613829102
STORE_01,SKU_017,2026-05-25,3,1.8571428571428572,1.1428571428571428,38.095238095238095
STORE_01,SKU_017,2026-05-26,2,1.8571428571428572,0.1428571428571428,7.14285714285714
STORE_01,SKU_017,2026-05-28,4,1.8571428571428572,2.142857142857143,53.57142857142857
STORE_01,SKU_017,2026-05-29,1,1.8571428571428572,0.8571428571428572,85.71428571428572
STORE_01,SKU_017,2026-05-30,3,2.313372472276582,0.686627527723418,22.887584257447266
STORE_01,SKU_017,2026-05-31,1,2.313372472276582,1.313372472276582,131.3372472276582
STORE_01,SKU_018,2026-05-08,2,1.2857142857142858,0.7142857142857142,35.71428571428571
STORE_01,SKU_018,2026-05-09,3,1.5020816326530615,1.4979183673469385,49.93061224489795
STORE_01,SKU_018,2026-05-11,1,1.2857142857142858,0.2857142857142858,28.57142857142858
STORE_01,SKU_018,2026-05-13,1,1.2857142857142858,0.2857142857142858,28.57142857142858
STORE_01,SKU_018,2026-05-15,1,1.2857142857142858,0.2857142857142858,28.57142857142858
STORE_01,SKU_018,2026-05-16,1,1.5020816326530615,0.5020816326530615,50.20816326530615
STORE_01,SKU_018,2026-05-19,1,1.2857142857142858,0.2857142857142858,28.57142857142858
STORE_01,SKU_018,2026-05-21,2,1.2857142857142858,0.7142857142857142,35.71428571428571
STORE_01,SKU_018,2026-05-22,1,1.2857142857142858,0.2857142857142858,28.57142857142858
STORE_01,SKU_018,2026-05-23,1,1.5020816326530615,0.5020816326530615,50.20816326530615
STORE_01,SKU_018,2026-05-25,3,1.2857142857142858,1.7142857142857142,57.14285714285714
STORE_01,SKU_018,2026-05-27,1,1.2857142857142858,0.2857142857142858,28.57142857142858
STORE_01,SKU_018,2026-05-29,2,1.2857142857142858,0.7142857142857142,35.71428571428571
STORE_01,SKU_018,2026-05-30,1,1.5020816326530615,0.5020816326530615,50.20816326530615
STORE_01,SKU_019,2026-05-17,2,5.304684475416183,3.304684475416183,165.23422377080914
STORE_01,SKU_019,2026-05-19,1,4.0,3.0,300.0
STORE_01,SKU_019,2026-05-20,1,4.0,3.0,300.0
STORE_01,SKU_019,2026-05-21,7,4.0,3.0,42.857142857142854
STORE_01,SKU_019,2026-05-22,4,4.0,0.0,0.0
STORE_01,SKU_019,2026-05-23,3,5.304684475416183,2.304684475416183,76.8228158472061
STORE_01,SKU_019,2026-05-24,1,5.304684475416183,4.304684475416183,430.4684475416183
STORE_01,SKU_019,2026-05-25,2,4.0,2.0,100.0
STORE_01,SKU_019,2026-05-26,2,4.0,2.0,100.0
STORE_01,SKU_019,2026-05-27,3,4.0,1.0,33.33333333333333
STORE_01,SKU_019,2026-05-28,1,4.0,3.0,300.0
STORE_01,SKU_019,2026-05-29,5,4.0,1.0,20.0
STORE_01,SKU_019,2026-05-30,5,5.304684475416183,0.3046844754161828,6.093689508323656
STORE_01,SKU_019,2026-05-31,6,5.304684475416183,0.6953155245838172,11.588592076396953
STORE_01,SKU_020,2026-05-15,2,1.4285714285714286,0.5714285714285714,28.57142857142857
STORE_01,SKU_020,2026-05-17,2,1.869149546940915,0.13085045305908505,6.542522652954252
STORE_01,SKU_020,2026-05-18,3,1.4285714285714286,1.5714285714285714,52.38095238095239
STORE_01,SKU_020,2026-05-19,1,1.4285714285714286,0.4285714285714286,42.85714285714286
STORE_01,SKU_020,2026-05-20,1,1.4285714285714286,0.4285714285714286,42.85714285714286
STORE_01,SKU_020,2026-05-21,1,1.4285714285714286,0.4285714285714286,42.85714285714286
STORE_01,SKU_020,2026-05-22,5,1.4285714285714286,3.571428571428571,71.42857142857142
STORE_01,SKU_020,2026-05-23,2,1.869149546940915,0.13085045305908505,6.542522652954252
STORE_01,SKU_020,2026-05-24,5,1.869149546940915,3.130850453059085,62.617009061181705
STORE_01,SKU_020,2026-05-26,1,1.4285714285714286,0.4285714285714286,42.85714285714286
STORE_01,SKU_020,2026-05-27,2,1.4285714285714286,0.5714285714285714,28.57142857142857
STORE_01,SKU_020,2026-05-28,3,1.4285714285714286,1.5714285714285714,52.38095238095239
STORE_01,SKU_020,2026-05-30,2,1.869149546940915,0.13085045305908505,6.542522652954252
STORE_01,SKU_020,2026-05-31,2,1.869149546940915,0.13085045305908505,6.542522652954252
STORE_01,SKU_021,2026-05-15,1,2.4285714285714284,1.4285714285714284,142.85714285714283
STORE_01,SKU_021,2026-05-16,4,3.143405013011916,0.856594986988084,21.4148746747021
STORE_01,SKU_021,2026-05-17,2,3.143405013011916,1.143405013011916,57.1702506505958
STORE_01,SKU_021,2026-05-18,3,2.4285714285714284,0.5714285714285716,19.047619047619055
STORE_01,SKU_021,2026-05-19,1,2.4285714285714284,1.4285714285714284,142.85714285714283
STORE_01,SKU_021,2026-05-22,1,2.4285714285714284,1.4285714285714284,142.85714285714283
STORE_01,SKU_021,2026-05-23,4,3.143405013011916,0.856594986988084,21.4148746747021
STORE_01,SKU_021,2026-05-24,1,3.143405013011916,2.143405013011916,214.3405013011916
STORE_01,SKU_021,2026-05-26,1,2.4285714285714284,1.4285714285714284,142.85714285714283
STORE_01,SKU_021,2026-05-27,2,2.4285714285714284,0.4285714285714284,21.42857142857142
STORE_01,SKU_021,2026-05-28,1,2.4285714285714284,1.4285714285714284,142.85714285714283
STORE_01,SKU_021,2026-05-29,2,2.4285714285714284,0.4285714285714284,21.42857142857142
STORE_01,SKU_021,2026-05-30,3,3.143405013011916,0.143405013011916,4.7801671003972
STORE_01,SKU_021,2026-05-31,3,3.143405013011916,0.143405013011916,4.7801671003972
STORE_01,SKU_022,2026-05-06,1,2.142857142857143,1.1428571428571428,114.28571428571428
STORE_01,SKU_022,2026-05-08,1,2.142857142857143,1.1428571428571428,114.28571428571428
STORE_01,SKU_022,2026-05-14,2,2.142857142857143,0.1428571428571428,7.14285714285714
STORE_01,SKU_022,2026-05-16,3,2.4499215070643645,0.5500784929356355,18.335949764521185
STORE_01,SKU_022,2026-05-17,2,2.4499215070643645,0.4499215070643645,22.496075353218224
STORE_01,SKU_022,2026-05-19,1,2.142857142857143,1.1428571428571428,114.28571428571428
STORE_01,SKU_022,2026-05-20,2,2.142857142857143,0.1428571428571428,7.14285714285714
