store_id,sku_id,snapshot_date,stock_on_hand,reorder_point,avg_lead_time_days,forecast_7_day_demand,forecast_daily_demand,lead_time_demand,days_of_cover,stock_surplus_deficit,risk_score,risk_level,estimated_stockout_days
STORE_05,SKU_222,2026-05-31,4,7,3,22.174603174603174,3.1678004535147393,9.503401360544217,1.262705798138869,-5.503401360544217,0.4209019327129564,High,1.262705798138869
STORE_11,SKU_141,2026-05-31,3,6,4,16.16688829787234,2.3095554711246202,9.238221884498481,1.2989512646514496,-6.238221884498481,0.3247378161628624,High,1.2989512646514496
STORE_09,SKU_092,2026-05-31,3,9,4,16.161443982627375,2.3087777118039106,9.235110847215642,1.2993888431364051,-6.235110847215642,0.3248472107841013,High,1.2993888431364051
STORE_10,SKU_078,2026-05-31,2,6,3,10.725435540069686,1.5322050771528122,4.596615231458436,1.3053082970567216,-2.5966152314584363,0.4351027656855739,High,1.3053082970567216
STORE_10,SKU_006,2026-05-31,3,7,4,15.958620689655172,2.2798029556650246,9.119211822660098,1.31590319792567,-6.119211822660098,0.3289757994814175,High,1.31590319792567
STORE_17,SKU_012,2026-05-31,2,6,3,10.222412318220702,1.4603446168886716,4.3810338506660145,1.369539748953975,-2.3810338506660145,0.456513249651325,High,1.369539748953975
STORE_17,SKU_021,2026-05-31,3,6,3,14.629807692307693,2.089972527472528,6.269917582417584,1.4354255668747944,-3.269917582417584,0.47847518895826474,High,1.4354255668747944
STORE_07,SKU_217,2026-05-31,7,12,4,33.47939175670268,4.782770250957526,19.131081003830104,1.4635869240423116,-12.131081003830104,0.3658967310105779,High,1.4635869240423116
STORE_06,SKU_081,2026-05-31,6,11,3,28.43413561076604,4.062019372966577,12.18605811889973,1.4770978296979602,-6.18605811889973,0.4923659432326534,High,1.4770978296979602
STORE_09,SKU_143,2026-05-31,4,9,3,18.94140336944807,2.70591476706401,8.11774430119203,1.478243161494738,-4.11774430119203,0.49274772049824606,High,1.478243161494738
STORE_11,SKU_175,2026-05-31,4,7,4,18.89367777748125,2.6990968253544643,10.796387301417857,1.481977216387816,-6.796387301417857,0.370494304096954,High,1.481977216387816
STORE_02,SKU_056,2026-05-31,2,6,3,9.441964285714286,1.3488520408163267,4.04655612244898,1.48274231678487,-2.0465561224489797,0.49424743892829,High,1.48274231678487
STORE_07,SKU_021,2026-05-31,3,6,3,14.15954683614258,2.0227924051632256,6.068377215489677,1.4830983111971494,-3.0683772154896767,0.49436610373238316,High,1.4830983111971494
STORE_09,SKU_242,2026-05-31,7,12,3,32.93911007025761,4.705587152893945,14.116761458681836,1.4875933167436899,-7.116761458681836,0.4958644389145632,High,1.4875933167436899
STORE_06,SKU_100,2026-05-31,3,7,4,14.039176889592401,2.0055966985132003,8.022386794052801,1.495814189474871,-5.022386794052801,0.3739535473687178,High,1.495814189474871
STORE_11,SKU_198,2026-05-31,3,6,3,13.962962962962962,1.9947089947089947,5.984126984126984,1.5039787798408488,-2.984126984126984,0.5013262599469496,High,1.5039787798408488
STORE_12,SKU_199,2026-05-31,2,5,2,9.252301850972948,1.3217574072818497,2.6435148145636993,1.5131369712638372,-0.6435148145636993,0.7565684856319186,High,1.5131369712638372
STORE_11,SKU_077,2026-05-31,3,8,4,13.862607338017172,1.980372476859596,7.921489907438384,1.5148665390246652,-4.921489907438384,0.3787166347561663,High,1.5148665390246652
STORE_10,SKU_105,2026-05-31,5,12,2,23.03699897225077,3.2909998531786817,6.581999706357363,1.5192951148784295,-1.5819997063573634,0.7596475574392147,High,1.5192951148784295
STORE_18,SKU_067,2026-05-31,4,8,2,18.073372611692864,2.5819103730989807,5.1638207461979615,1.5492404545394556,-1.1638207461979615,0.7746202272697278,High,1.5492404545394556
STORE_07,SKU_104,2026-05-31,5,11,4,22.286847173445114,3.1838353104921593,12.735341241968637,1.5704329880137855,-7.735341241968637,0.3926082470034464,High,1.5704329880137855
STORE_01,SKU_235,2026-05-31,3,7,3,13.344,1.9062857142857141,5.718857142857143,1.5737410071942448,-2.718857142857143,0.5245803357314148,High,1.5737410071942448
STORE_03,SKU_003,2026-05-31,3,7,5,13.233153638814013,1.8904505198305732,9.452252599152866,1.5869233119462272,-6.452252599152866,0.31738466238924545,High,1.5869233119462272
STORE_11,SKU_078,2026-05-31,4,9,6,17.582193030468893,2.511741861495556,15.070451168973335,1.5925203387016438,-11.070451168973335,0.265420056450274,High,1.5925203387016438
STORE_03,SKU_216,2026-05-31,5,11,5,21.9672454617206,3.138177923102943,15.690889615514717,1.5932812359651485,-10.690889615514717,0.31865624719302965,High,1.5932812359651485
STORE_06,SKU_175,2026-05-31,6,11,2,26.31469716769961,3.7592424525285155,7.518484905057031,1.5960662489231898,-1.518484905057031,0.7980331244615949,High,1.5960662489231898
STORE_10,SKU_133,2026-05-31,7,12,3,30.440690414983475,4.348670059283354,13.04601017785006,1.609687537700567,-6.046010177850061,0.5365625125668556,High,1.609687537700567
STORE_11,SKU_179,2026-05-31,8,10,3,34.60855528652139,4.944079326645912,14.832237979937737,1.6180970149253733,-6.832237979937737,0.5393656716417911,High,1.6180970149253733
STORE_03,SKU_164,2026-05-31,6,11,5,25.69942490711995,3.67134641530285,18.356732076514252,1.6342778156239606,-12.356732076514252,0.3268555631247921,High,1.6342778156239606
STORE_04,SKU_132,2026-05-31,6,10,2,25.68112676056338,3.6687323943661974,7.337464788732395,1.6354422604422603,-1.3374647887323947,0.8177211302211301,High,1.6354422604422603
STORE_07,SKU_205,2026-05-31,6,9,3,25.45266515094101,3.6360950215630012,10.908285064689004,1.6501218929699086,-4.908285064689004,0.5500406309899695,High,1.6501218929699086
STORE_04,SKU_190,2026-05-31,7,12,2,29.50053407391583,4.214362010559404,8.428724021118809,1.6609868783130086,-1.4287240211188088,0.8304934391565043,High,1.6609868783130086
STORE_08,SKU_042,2026-05-31,6,11,3,25.05016051364366,3.5785943590919516,10.735783077275855,1.6766359631557868,-4.735783077275855,0.5588786543852623,High,1.6766359631557868
STORE_01,SKU_048,2026-05-31,7,11,3,29.132962275819416,4.161851753688488,12.485555261065464,1.6819436189182306,-5.485555261065464,0.5606478729727435,High,1.6819436189182306
STORE_18,SKU_157,2026-05-31,6,9,3,24.881325570980742,3.5544750815686776,10.663425244706033,1.6880129589632829,-4.663425244706033,0.5626709863210942,High,1.6880129589632829
STORE_03,SKU_110,2026-05-31,6,8,4,24.796077149395227,3.5422967356278896,14.169186942511558,1.6938163140464488,-8.169186942511558,0.4234540785116122,High,1.6938163140464488
STORE_17,SKU_178,2026-05-31,4,8,2,16.39628482972136,2.3423264042459087,4.684652808491817,1.7077039274924473,-0.6846528084918173,0.8538519637462236,High,1.7077039274924473
STORE_15,SKU_177,2026-05-31,3,6,3,12.197868838256952,1.7425526911795646,5.227658073538693,1.721612215909091,-2.2276580735386933,0.5738707386363637,High,1.721612215909091
STORE_11,SKU_047,2026-05-31,5,7,3,20.109821054521518,2.8728315792173595,8.618494737652078,1.740443134979093,-3.618494737652078,0.5801477116596977,High,1.740443134979093
STORE_15,SKU_110,2026-05-31,6,10,3,23.987096774193546,3.426728110599078,10.280184331797233,1.7509413663259819,-4.2801843317972335,0.5836471221086607,High,1.7509413663259819
STORE_18,SKU_161,2026-05-31,5,10,3,19.85788819875777,2.83684117125111,8.51052351375333,1.7625237713942543,-3.5105235137533306,0.5875079237980847,High,1.7625237713942543
STORE_03,SKU_120,2026-05-31,6,12,5,23.825790139064473,3.403684305580639,17.018421527903197,1.762795682949348,-11.018421527903197,0.3525591365898696,High,1.762795682949348
STORE_15,SKU_060,2026-05-31,3,6,3,11.888857028158512,1.6984081468797874,5.095224440639362,1.7663598738097308,-2.0952244406393623,0.5887866246032436,High,1.7663598738097308
STORE_11,SKU_127,2026-05-31,4,5,6,15.79220779220779,2.256029684601113,13.536178107606677,1.773026315789474,-9.536178107606677,0.29550438596491235,High,1.773026315789474
STORE_13,SKU_196,2026-05-31,5,6,3,19.662728249194416,2.8089611784563453,8.426883535369036,1.780017480607451,-3.4268835353690363,0.5933391602024836,High,1.780017480607451
STORE_06,SKU_126,2026-05-31,7,11,3,27.40870629494075,3.9155294707058212,11.746588412117465,1.7877531129240016,-4.746588412117465,0.5959177043080005,High,1.7877531129240016
STORE_13,SKU_210,2026-05-31,5,7,4,19.556742550525026,2.7938203643607182,11.175281457442873,1.7896640971561175,-6.175281457442873,0.4474160242890294,High,1.7896640971561175
STORE_13,SKU_192,2026-05-31,6,9,3,23.388794567062817,3.3412563667232598,10.02376910016978,1.795731707317073,-4.02376910016978,0.5985772357723577,High,1.795731707317073
STORE_03,SKU_242,2026-05-31,8,12,5,31.014225181598064,4.430603597371152,22.15301798685576,1.8056230543275658,-14.153017986855762,0.3611246108655131,High,1.8056230543275658
STORE_18,SKU_133,2026-05-31,4,8,3,15.191640578729164,2.1702343683898806,6.510703105169641,1.8431189083820663,-2.5107031051696413,0.6143729694606889,High,1.8431189083820663
STORE_04,SKU_081,2026-05-31,7,11,4,26.5463802056817,3.7923400293831,15.1693601175324,1.845826045598208,-8.1693601175324,0.461456511399552,High,1.845826045598208
STORE_11,SKU_048,2026-05-31,5,8,5,18.885615678540617,2.6979450969343737,13.489725484671869,1.8532623238632282,-8.489725484671869,0.37065246477264563,High,1.8532623238632282
STORE_13,SKU_165,2026-05-31,4,6,2,15.1,2.157142857142857,4.314285714285714,1.8543046357615895,-0.31428571428571406,0.9271523178807948,High,1.8543046357615895
STORE_13,SKU_078,2026-05-31,6,9,3,22.63159532105525,3.2330850458650358,9.699255137595108,1.8558126108293127,-3.6992551375951077,0.6186042036097709,High,1.8558126108293127
STORE_05,SKU_244,2026-05-31,3,6,3,11.26938775510204,1.6099125364431486,4.829737609329445,1.863455269829772,-1.8297376093294453,0.621151756609924,High,1.863455269829772
STORE_10,SKU_215,2026-05-31,6,8,3,22.353962264150944,3.193423180592992,9.580269541778975,1.8788615415780412,-3.580269541778975,0.6262871805260137,High,1.8788615415780412
STORE_06,SKU_111,2026-05-31,8,11,4,29.177158893023133,4.168165556146162,16.67266222458465,1.9193095601021923,-8.672662224584649,0.4798273900255481,High,1.9193095601021923
STORE_10,SKU_035,2026-05-31,6,11,3,21.786111552518673,3.1123016503598104,9.33690495107943,1.9278336980306345,-3.336904951079431,0.6426112326768781,High,1.9278336980306345
STORE_09,SKU_183,2026-05-31,8,13,4,29.001198900669046,4.143028414381292,16.57211365752517,1.9309546543852745,-8.572113657525168,0.4827386635963186,High,1.9309546543852745
STORE_02,SKU_120,2026-05-31,9,12,3,32.474654377880185,4.639236339697169,13.917709019091507,1.9399744572158364,-4.917709019091507,0.6466581524052788,High,1.9399744572158364
STORE_14,SKU_228,2026-05-31,6,9,3,21.641329258976317,3.0916184655680454,9.274855396704137,1.9407310658877102,-3.2748553967041367,0.6469103552959033,High,1.9407310658877102
STORE_11,SKU_156,2026-05-31,6,9,5,21.51452829193693,3.073504041705276,15.36752020852638,1.9521692239815676,-9.36752020852638,0.39043384479631355,High,1.9521692239815676
STORE_17,SKU_241,2026-05-31,6,7,3,21.40448536102339,3.0577836230033415,9.173350869010024,1.962205551387847,-3.173350869010024,0.6540685171292824,High,1.962205551387847
STORE_01,SKU_002,2026-05-31,5,7,4,17.74844151081775,2.5354916444025357,10.141966577610143,1.9720041322314048,-5.141966577610143,0.4930010330578512,High,1.9720041322314048
STORE_08,SKU_031,2026-05-31,6,9,2,21.187187047742874,3.026741006820411,6.053482013640822,1.9823301651775602,-0.05348201364082161,0.9911650825887801,High,1.9823301651775602
STORE_02,SKU_170,2026-05-31,9,12,3,31.73261044557034,4.533230063652906,13.599690190958718,1.9853393438293185,-4.599690190958718,0.6617797812764394,High,1.9853393438293185
STORE_11,SKU_225,2026-05-31,4,6,6,14.067226890756302,2.0096038415366144,12.057623049219686,1.9904420549581843,-8.057623049219686,0.33174034249303075,High,1.9904420549581843
STORE_07,SKU_197,2026-05-31,3,6,3,10.54711246200608,1.5067303517151542,4.520191055145463,1.9910662824207492,-1.520191055145463,0.6636887608069163,High,1.9910662824207492
STORE_07,SKU_080,2026-05-31,5,9,5,17.49057048561999,2.4986529265171415,12.493264632585708,2.0010782397735696,-7.493264632585708,0.4002156479547139,High,2.0010782397735696
STORE_07,SKU_015,2026-05-31,7,10,4,24.298912116768406,3.471273159538344,13.885092638153376,2.0165511840419246,-6.885092638153376,0.5041377960104811,High,2.0165511840419246
STORE_09,SKU_177,2026-05-31,8,9,3,27.645193071666927,3.949313295952418,11.847939887857255,2.0256686164146713,-3.8479398878572546,0.6752228721382237,High,2.0256686164146713
STORE_14,SKU_212,2026-05-31,8,10,3,27.60963142319075,3.9442330604558213,11.832699181367463,2.0282777101096223,-3.832699181367463,0.6760925700365408,High,2.0282777101096223
STORE_03,SKU_019,2026-05-31,7,11,3,24.062558356676004,3.4375083366680004,10.312525010004002,2.0363586977610493,-3.312525010004002,0.6787862325870164,High,2.0363586977610493
STORE_14,SKU_229,2026-05-31,8,10,4,27.480444627418695,3.9257778039169566,15.703111215667827,2.0378127340823964,-7.7031112156678265,0.5094531835205991,High,2.0378127340823964
STORE_13,SKU_054,2026-05-31,3,5,3,10.251884537598825,1.4645549339426893,4.393664801828068,2.0484038737446193,-1.3936648018280682,0.6828012912482064,High,2.0484038737446193
STORE_07,SKU_083,2026-05-31,6,7,4,20.44258042199931,2.920368631714187,11.681474526856748,2.054535148351509,-5.681474526856748,0.5136337870878772,High,2.054535148351509
STORE_06,SKU_224,2026-05-31,9,12,3,30.565955241765714,4.366565034537959,13.099695103613875,2.0611166738187197,-4.099695103613875,0.6870388912729066,High,2.0611166738187197
STORE_07,SKU_072,2026-05-31,5,7,5,16.943056943056945,2.420436706150992,12.10218353075496,2.0657429245283017,-7.10218353075496,0.41314858490566037,High,2.0657429245283017
STORE_14,SKU_132,2026-05-31,7,8,3,23.70273392375818,3.3861048462511687,10.158314538753507,2.0672720774579245,-3.1583145387535065,0.6890906924859749,High,2.0672720774579245
STORE_18,SKU_204,2026-05-31,7,7,3,23.63361344537815,3.3762304921968784,10.128691476590635,2.073318162423553,-3.1286914765906353,0.6911060541411843,High,2.073318162423553
STORE_07,SKU_154,2026-05-31,9,9,3,30.364284942168414,4.337754991738345,13.013264975215035,2.074805980776077,-4.013264975215035,0.6916019935920256,High,2.074805980776077
STORE_15,SKU_212,2026-05-31,6,11,3,20.21346469622332,2.8876378137461884,8.662913441238565,2.0778229082047113,-2.6629134412385653,0.6926076360682372,High,2.0778229082047113
STORE_07,SKU_200,2026-05-31,4,7,5,13.260046246254461,1.8942923208934945,9.471461604467473,2.1116065117728455,-5.471461604467473,0.4223213023545691,High,2.1116065117728455
STORE_14,SKU_003,2026-05-31,8,10,3,26.514680865671412,3.787811552238773,11.363434656716318,2.1120374891067715,-3.3634346567163185,0.7040124963689238,High,2.1120374891067715
STORE_09,SKU_110,2026-05-31,4,7,3,13.189890768901263,1.8842701098430374,5.652810329529112,2.1228378984015226,-1.652810329529112,0.7076126328005076,High,2.1228378984015226
STORE_01,SKU_238,2026-05-31,7,10,3,23.07892466282185,3.296989237545979,9.890967712637936,2.123149181163313,-2.890967712637936,0.7077163937211043,High,2.123149181163313
STORE_10,SKU_073,2026-05-31,5,7,3,16.413258872275264,2.344751267467895,7.0342538024036845,2.1324223466139833,-2.0342538024036845,0.7108074488713277,High,2.1324223466139833
STORE_11,SKU_190,2026-05-31,5,7,4,16.337207621360626,2.333886803051518,9.335547212206071,2.142348974878552,-4.335547212206071,0.535587243719638,High,2.142348974878552
STORE_15,SKU_124,2026-05-31,8,11,3,26.127377579927153,3.732482511418165,11.197447534254493,2.1433456085934566,-3.1974475342544935,0.7144485361978189,High,2.1433456085934566
STORE_07,SKU_085,2026-05-31,5,7,3,16.327967806841045,2.3325668295487207,6.997700488646162,2.143561306223044,-1.9977004886461618,0.7145204354076813,High,2.143561306223044
STORE_08,SKU_160,2026-05-31,11,12,3,35.85228122662677,5.121754460946682,15.365263382840045,2.1477015510749045,-4.365263382840045,0.7159005170249682,High,2.1477015510749045
STORE_10,SKU_241,2026-05-31,5,9,3,16.237319683573755,2.3196170976533934,6.95885129296018,2.155528171032269,-1.9588512929601798,0.7185093903440898,High,2.155528171032269
STORE_03,SKU_203,2026-05-31,8,8,3,25.900269541778975,3.700038505968425,11.100115517905275,2.162139660734728,-3.100115517905275,0.7207132202449094,High,2.162139660734728
STORE_09,SKU_111,2026-05-31,8,11,3,25.879120879120883,3.6970172684458404,11.091051805337521,2.163906581740976,-3.0910518053375213,0.7213021939136588,High,2.163906581740976
STORE_15,SKU_192,2026-05-31,6,9,3,19.402411282984534,2.771773040426362,8.315319121279085,2.1646793992473,-2.315319121279085,0.7215597997491001,High,2.1646793992473
STORE_03,SKU_034,2026-05-31,8,11,5,25.823217369849495,3.689031052835642,18.44515526417821,2.1685911247211247,-10.445155264178211,0.4337182249442249,High,2.1685911247211247
STORE_03,SKU_175,2026-05-31,10,10,4,32.2343549536707,4.604907850524386,18.419631402097544,2.171596115405707,-8.419631402097544,0.5428990288514267,High,2.171596115405707
STORE_02,SKU_162,2026-05-31,7,12,3,22.398282810583495,3.1997546872262137,9.59926406167864,2.187667707135425,-2.5992640616786407,0.7292225690451417,High,2.187667707135425
STORE_11,SKU_224,2026-05-31,7,8,5,22.371428571428574,3.195918367346939,15.979591836734695,2.19029374201788,-8.979591836734695,0.43805874840357595,High,2.19029374201788
STORE_09,SKU_198,2026-05-31,4,6,3,12.760516451478548,1.8229309216397926,5.468792764919378,2.1942685553887333,-1.4687927649193782,0.7314228517962444,High,2.1942685553887333
STORE_01,SKU_095,2026-05-31,7,7,4,22.278431372549022,3.1826330532212888,12.730532212885155,2.1994367188875197,-5.730532212885155,0.5498591797218799,High,2.1994367188875197
STORE_11,SKU_008,2026-05-31,5,7,5,15.906908217832587,2.2724154596903694,11.362077298451847,2.200301876436486,-6.362077298451847,0.4400603752872972,High,2.200301876436486
STORE_02,SKU_138,2026-05-31,5,7,4,15.82365003417635,2.260521433453764,9.042085733815057,2.211879049676026,-4.042085733815057,0.5529697624190065,High,2.211879049676026
STORE_11,SKU_183,2026-05-31,8,8,3,25.29930099933854,3.614185857048363,10.84255757114509,2.213499890825606,-2.8425575711450897,0.7378332969418685,High,2.213499890825606
STORE_11,SKU_165,2026-05-31,5,7,5,15.699260333575053,2.2427514762250076,11.213757381125038,2.229404395896769,-6.213757381125038,0.44588087917935376,High,2.229404395896769
STORE_03,SKU_152,2026-05-31,5,7,4,15.575468766186678,2.2250669665980967,8.900267866392387,2.2471233787828404,-3.9002678663923867,0.5617808446957101,High,2.2471233787828404
STORE_01,SKU_168,2026-05-31,8,11,3,24.81253214870236,3.5446474498146228,10.633942349443869,2.256924027922264,-2.6339423494438687,0.7523080093074214,High,2.256924027922264
STORE_18,SKU_050,2026-05-31,11,10,3,33.986217863768886,4.855173980538412,14.565521941615236,2.265624268891835,-3.565521941615236,0.7552080896306117,High,2.265624268891835
STORE_03,SKU_063,2026-05-31,5,6,5,15.293843283582088,2.1848347547974414,10.924173773987206,2.288502592253736,-5.9241737739872065,0.4577005184507472,High,2.288502592253736
STORE_02,SKU_008,2026-05-31,8,9,3,24.450008097642847,3.492858299663264,10.478574898989791,2.290387789499292,-2.478574898989791,0.7634625964997642,High,2.290387789499292
STORE_11,SKU_143,2026-05-31,7,7,4,21.39255702280912,3.0560795746870175,12.22431829874807,2.290516273849607,-5.22431829874807,0.5726290684624018,High,2.290516273849607
STORE_07,SKU_239,2026-05-31,9,11,3,27.389258530523485,3.912751218646212,11.738253655938635,2.3001717965380752,-2.7382536559386352,0.7667239321793584,High,2.3001717965380752
STORE_07,SKU_111,2026-05-31,8,11,4,24.26312118570183,3.466160169385976,13.864640677543903,2.308029522310617,-5.864640677543903,0.5770073805776542,High,2.308029522310617
STORE_06,SKU_187,2026-05-31,10,11,3,30.31946955997589,4.33135279428227,12.99405838284681,2.3087475149105368,-2.9940583828468093,0.769582504970179,High,2.3087475149105368
STORE_13,SKU_144,2026-05-31,4,6,3,12.126850740296117,1.732407248613731,5.197221745841193,2.3089259198152123,-1.1972217458411931,0.7696419732717374,High,2.3089259198152123
STORE_04,SKU_085,2026-05-31,6,7,3,18.138833548185474,2.591261935455068,7.773785806365204,2.3154741394162848,-1.773785806365204,0.7718247131387616,High,2.3154741394162848
STORE_07,SKU_054,2026-05-31,3,5,5,9.067669172932332,1.2953813104189045,6.476906552094523,2.31592039800995,-3.4769065520945226,0.46318407960199,High,2.31592039800995
STORE_01,SKU_100,2026-05-31,7,8,3,21.142036798312432,3.02029097118749,9.06087291356247,2.31765749286328,-2.06087291356247,0.7725524976210935,High,2.31765749286328
STORE_03,SKU_250,2026-05-31,5,7,5,15.06993006993007,2.1528471528471527,10.764235764235764,2.3225058004640373,-5.764235764235764,0.46450116009280745,High,2.3225058004640373
STORE_13,SKU_006,2026-05-31,9,10,3,27.024818166675917,3.860688309525131,11.582064928575393,2.3311905231497465,-2.5820649285753934,0.7770635077165821,High,2.3311905231497465
STORE_06,SKU_079,2026-05-31,9,10,3,26.942531398524324,3.8489330569320463,11.546799170796138,2.3383103490955044,-2.546799170796138,0.7794367830318348,High,2.3383103490955044
STORE_07,SKU_064,2026-05-31,8,11,5,23.857336404281263,3.408190914897323,17.040954574486616,2.3472863462641476,-9.040954574486616,0.4694572692528295,High,2.3472863462641476
STORE_01,SKU_076,2026-05-31,4,7,3,11.925842501949234,1.7036917859927476,5.111075357978243,2.347842510533198,-1.111075357978243,0.7826141701777325,High,2.347842510533198
STORE_18,SKU_111,2026-05-31,6,8,4,17.872639225181597,2.5532341750259424,10.21293670010377,2.3499607120600428,-4.21293670010377,0.5874901780150107,High,2.3499607120600428
STORE_09,SKU_156,2026-05-31,6,7,3,17.8635249408932,2.551932134413314,7.655796403239942,2.3511597033043325,-1.6557964032399424,0.7837199011014442,High,2.3511597033043325
STORE_01,SKU_068,2026-05-31,4,7,3,11.83742219398261,1.691060313426087,5.073180940278261,2.365379855610237,-1.0731809402782613,0.788459951870079,High,2.365379855610237
STORE_08,SKU_024,2026-05-31,10,12,3,29.57664124111183,4.225234463015975,12.675703389047925,2.366732565383364,-2.675703389047925,0.7889108551277881,High,2.366732565383364
STORE_17,SKU_069,2026-05-31,5,8,4,14.784313725490197,2.112044817927171,8.448179271708684,2.36737400530504,-3.4481792717086837,0.59184350132626,High,2.36737400530504
STORE_10,SKU_166,2026-05-31,11,12,3,32.509517130835505,4.644216732976501,13.932650198929503,2.3685371791316134,-2.932650198929503,0.7895123930438712,High,2.3685371791316134
STORE_03,SKU_014,2026-05-31,7,9,6,20.61660747243203,2.9452296389188612,17.67137783351317,2.3767246898172494,-10.67137783351317,0.3961207816362082,High,2.3767246898172494
STORE_01,SKU_152,2026-05-31,6,7,3,17.650119069426633,2.521445581346662,7.564336744039986,2.3795873463965465,-1.564336744039986,0.793195782132182,High,2.3795873463965465
STORE_07,SKU_182,2026-05-31,5,7,4,14.69634703196347,2.0994781474233526,8.39791258969341,2.3815441976075817,-3.3979125896934104,0.5953860494018954,High,2.3815441976075817
STORE_18,SKU_124,2026-05-31,10,11,3,29.35298773248912,4.19328396178416,12.579851885352479,2.3847657566565554,-2.579851885352479,0.7949219188855184,High,2.3847657566565554
STORE_11,SKU_101,2026-05-31,4,8,6,11.706170657239273,1.6723100938913247,10.033860563347949,2.3919008888431312,-6.0338605633479485,0.39865014814052185,High,2.3919008888431312
STORE_04,SKU_172,2026-05-31,5,5,3,14.580152671755725,2.0828789531079606,6.248636859323882,2.4005235602094244,-1.2486368593238817,0.800174520069808,High,2.4005235602094244
STORE_10,SKU_037,2026-05-31,5,7,3,14.491666666666667,2.0702380952380954,6.210714285714286,2.415181138585394,-1.2107142857142863,0.8050603795284645,High,2.415181138585394
STORE_10,SKU_011,2026-05-31,6,7,3,17.378866440193097,2.4826952057418707,7.448085617225612,2.4167283950617287,-1.4480856172256118,0.805576131687243,High,2.4167283950617287
STORE_17,SKU_084,2026-05-31,8,9,3,23.113835076290073,3.3019764394700104,9.905929318410031,2.4227913634913927,-1.9059293184100312,0.8075971211637974,High,2.4227913634913927
STORE_01,SKU_202,2026-05-31,4,6,3,11.550320699708454,1.6500458142440648,4.950137442732195,2.4241751140907075,-0.9501374427321947,0.8080583713635691,High,2.4241751140907075
STORE_03,SKU_217,2026-05-31,9,12,5,25.933800057239726,3.704828579605675,18.524142898028376,2.42926219300487,-9.524142898028376,0.485852438600974,High,2.42926219300487
STORE_01,SKU_025,2026-05-31,6,6,3,17.284640171858214,2.4692343102654593,7.407702930796377,2.4299030574198364,-1.4077029307963773,0.8099676858066122,High,2.4299030574198364
STORE_03,SKU_007,2026-05-31,5,6,3,14.379188712522044,2.0541698160745776,6.162509448223733,2.4340733472341474,-1.1625094482237328,0.8113577824113825,High,2.4340733472341474
STORE_02,SKU_016,2026-05-31,12,11,3,34.20694652206433,4.8867066460091895,14.660119938027568,2.4556415740240927,-2.6601199380275684,0.8185471913413642,High,2.4556415740240927
STORE_03,SKU_089,2026-05-31,6,7,6,17.08608722676888,2.4408696038241255,14.645217622944752,2.4581403244973687,-8.645217622944752,0.40969005408289483,High,2.4581403244973687
STORE_07,SKU_013,2026-05-31,13,12,5,36.87025534851622,5.267179335502317,26.335896677511585,2.4681141787552643,-13.335896677511585,0.49362283575105287,High,2.4681141787552643
